[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109]
[34816, 33895, 28271, 24807, 24038, 22366, 21126, 20836, 18780, 19867, 17194, 16986, 15649, 14347, 14981, 14390, 12811, 13236, 13917, 11835, 12292, 11184, 11897, 10560, 10589, 9173, 10124, 9616, 9663, 9300, 9600, 9443, 8545, 8745, 8568, 8612, 7718, 7946, 8179, 7456, 7460, 7157, 7648, 7927, 7125, 7744, 7134, 7059, 7184, 6687, 6785, 6438, 6496, 6116, 7050, 6246, 6084, 6124, 5930, 5687, 6056, 6077, 5388, 5723, 5648, 5637, 5399, 5699, 5465, 5248, 5069, 5338, 5146, 5338, 5120, 4841, 5040, 4724, 5308, 5120, 5060, 4919, 4858, 4752, 4929, 4881, 4724, 4632, 4480, 4434, 4839, 4685, 4645, 4638, 4763, 4412, 4299, 4412, 4508, 4357]
